id	name	category	description	alias	xrefs	provided_by	molecular_function	cellular_component	biological_process
ENSP00000379294		biolink:Protein			UniProtKB:Q8WUF8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000139173	TMEM117	biolink:Gene	transmembrane protein 117	NCBIGene:84216		STRING			
ENSP00000266534		biolink:Protein			UniProtKB:Q9H0C3	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000090932	DLL3	biolink:Gene	delta like canonical Notch ligand 3	NCBIGene:10683		STRING			
ENSP00000205143		biolink:Protein			UniProtKB:Q9NYJ7-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000163958	ZDHHC19	biolink:Gene	zinc finger DHHC-type palmitoyltransferase 19	NCBIGene:131540		STRING			
ENSP00000296326		biolink:Protein			UniProtKB:Q8WVZ1-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000172375	C2CD2L	biolink:Gene	C2CD2 like	NCBIGene:9854		STRING			
ENSP00000338885		biolink:Protein			UniProtKB:O14523-2	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000145358	DDIT4L	biolink:Gene	DNA damage inducible transcript 4 like	NCBIGene:115265		STRING			
ENSP00000354830		biolink:Protein			UniProtKB:Q96D03	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000213397	HAUS7	biolink:Gene	HAUS augmin like complex subunit 7	NCBIGene:55559		STRING			
ENSP00000359230		biolink:Protein			UniProtKB:Q99871-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000213030	CGB8	biolink:Gene	chorionic gonadotropin subunit beta 8	NCBIGene:94115		STRING			
ENSP00000403649		biolink:Protein			UniProtKB:P0DN86-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000167842	MIS12	biolink:Gene	MIS12 kinetochore complex component	NCBIGene:79003		STRING			
ENSP00000484532		biolink:Protein			UniProtKB:Q9H081	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000470813		biolink:Protein			UniProtKB:P0DN87	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000031691	CENPQ	biolink:Gene	centromere protein Q	NCBIGene:55166		STRING			
ENSP00000337289		biolink:Protein			UniProtKB:Q7L2Z9	STRING		GO:0005575	GO:0008150
ENSG00000145919	BOD1	biolink:Gene	biorientation of chromosomes in cell division 1	NCBIGene:91272		STRING			
ENSP00000309644		biolink:Protein			UniProtKB:Q96IK1-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000156509	FBXO43	biolink:Gene	F-box protein 43	NCBIGene:286151		STRING			
ENSP00000403293		biolink:Protein			UniProtKB:Q4G163	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000104827	CGB3	biolink:Gene	chorionic gonadotropin subunit beta 3	NCBIGene:1082		STRING			
ENSP00000349954		biolink:Protein			UniProtKB:P0DN86-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000484042		biolink:Protein			UniProtKB:A0A087X1B8	STRING			
ENSG00000198796	ALPK2	biolink:Gene	alpha kinase 2	NCBIGene:115701		STRING			
ENSP00000354991		biolink:Protein			UniProtKB:Q86TB3	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000184544	DHRS7C	biolink:Gene	dehydrogenase/reductase 7C	NCBIGene:201140		STRING			
ENSP00000327975		biolink:Protein			UniProtKB:A6NNS2-1	STRING			
ENSG00000100325	ASCC2	biolink:Gene	activating signal cointegrator 1 complex subunit 2	NCBIGene:84164		STRING			
ENSP00000380877		biolink:Protein			UniProtKB:Q9H1I8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000136383	ALPK3	biolink:Gene	alpha kinase 3	NCBIGene:57538		STRING			
ENSP00000258888		biolink:Protein			UniProtKB:Q96L96	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000175287	PHYHD1	biolink:Gene	phytanoyl-CoA dioxygenase domain containing 1	NCBIGene:254295		STRING			
ENSP00000309515		biolink:Protein			UniProtKB:Q5SRE7-3	STRING			
ENSG00000185304	RGPD2	biolink:Gene	RANBP2 like and GRIP domain containing 2	NCBIGene:729857		STRING			
ENSP00000381214		biolink:Protein			UniProtKB:P0DJD1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000153531	ADPRHL1	biolink:Gene	ADP-ribosylhydrolase like 1	NCBIGene:113622		STRING			
ENSP00000364567		biolink:Protein			UniProtKB:Q8NDY3-1	STRING	GO:0003674		GO:0008150
ENSP00000389395		biolink:Protein			UniProtKB:Q6NUI2-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000122507	BBS9	biolink:Gene	Bardet-Biedl syndrome 9	NCBIGene:27241		STRING			
ENSP00000242067		biolink:Protein			UniProtKB:Q3SYG4-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000085491	SLC25A24	biolink:Gene	solute carrier family 25 member 24	NCBIGene:29957		STRING			
ENSP00000457733		biolink:Protein			UniProtKB:Q6NUK1-1	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000125505	MBOAT7	biolink:Gene	membrane bound O-acyltransferase domain containing 7	NCBIGene:79143		STRING			
ENSP00000245615		biolink:Protein			UniProtKB:Q96N66-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000196862	RGPD4	biolink:Gene	RANBP2 like and GRIP domain containing 4	NCBIGene:285190		STRING			
ENSP00000386810		biolink:Protein			UniProtKB:Q7Z3J3-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000275074	NUDT18	biolink:Gene	nudix hydrolase 18	NCBIGene:79873		STRING			
ENSP00000480722		biolink:Protein			UniProtKB:Q6ZVK8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000100147	CCDC134	biolink:Gene	coiled-coil domain containing 134	NCBIGene:79879		STRING			
ENSP00000255784		biolink:Protein			UniProtKB:Q9H6E4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000072840	EVC	biolink:Gene	EvC ciliary complex subunit 1	NCBIGene:2121		STRING			
ENSP00000264956		biolink:Protein			UniProtKB:P57679	STRING		GO:0005575	GO:0008150
ENSG00000138386	NAB1	biolink:Gene	NGFI-A binding protein 1	NCBIGene:4664		STRING			
ENSP00000336894		biolink:Protein			UniProtKB:Q13506-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000141905	NFIC	biolink:Gene	nuclear factor I C	NCBIGene:4782		STRING			
ENSP00000396843		biolink:Protein			UniProtKB:P08651-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000111863	ADTRP	biolink:Gene	androgen dependent TFPI regulating protein	NCBIGene:84830		STRING			
ENSP00000229583		biolink:Protein			UniProtKB:Q96IZ2-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000116525	TRIM62	biolink:Gene	tripartite motif containing 62	NCBIGene:55223		STRING			
ENSP00000291416		biolink:Protein			UniProtKB:Q9BVG3-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000107745	MICU1	biolink:Gene	mitochondrial calcium uptake 1	NCBIGene:10367		STRING			
ENSP00000354415		biolink:Protein			UniProtKB:Q9BPX6-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSP00000315915		biolink:Protein			UniProtKB:Q3ZCQ2	STRING	GO:0003674		
ENSG00000116691	MIIP	biolink:Gene	migration and invasion inhibitory protein	NCBIGene:60672		STRING			
ENSP00000235332		biolink:Protein			UniProtKB:Q5JXC2-1	STRING	GO:0003674		GO:0008150
ENSG00000109736	MFSD10	biolink:Gene	major facilitator superfamily domain containing 10	NCBIGene:10227		STRING			
ENSP00000332646		biolink:Protein			UniProtKB:Q14728	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000188070	C11orf95	biolink:Gene	chromosome 11 open reading frame 95	NCBIGene:65998		STRING			
ENSP00000482180		biolink:Protein			UniProtKB:C9JLR9	STRING			
ENSG00000145414	NAF1	biolink:Gene	nuclear assembly factor 1 ribonucleoprotein	NCBIGene:92345		STRING			
ENSP00000274054		biolink:Protein			UniProtKB:Q96HR8-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000126545	CSN1S1	biolink:Gene	casein alpha s1	NCBIGene:1446		STRING			
ENSP00000246891		biolink:Protein			UniProtKB:P47710-1	STRING		GO:0005575	GO:0006810
ENSG00000151665	PIGF	biolink:Gene	phosphatidylinositol glycan anchor biosynthesis class F	NCBIGene:5281		STRING			
ENSP00000281382		biolink:Protein			UniProtKB:Q07326-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000109625	CPZ	biolink:Gene	carboxypeptidase Z	NCBIGene:8532		STRING			
ENSP00000354255		biolink:Protein			UniProtKB:Q66K79-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000162542	TMCO4	biolink:Gene	transmembrane and coiled-coil domains 4	NCBIGene:255104		STRING			
ENSP00000294543		biolink:Protein			UniProtKB:Q5TGY1-1	STRING		GO:0005575	
ENSG00000160613	PCSK7	biolink:Gene	proprotein convertase subtilisin/kexin type 7	NCBIGene:9159		STRING			
ENSP00000325917		biolink:Protein			UniProtKB:Q16549	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000144130	NT5DC4	biolink:Gene	5'-nucleotidase domain containing 4	NCBIGene:284958		STRING			
ENSP00000330247		biolink:Protein			UniProtKB:Q86YG4	STRING			
ENSG00000103591	AAGAB	biolink:Gene	alpha and gamma adaptin binding protein	NCBIGene:79719		STRING			
ENSP00000261880		biolink:Protein			UniProtKB:Q6PD74-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000186453	FAM228A	biolink:Gene	family with sequence similarity 228 member A	NCBIGene:653140		STRING			
ENSP00000295150		biolink:Protein			UniProtKB:Q86W67	STRING			
ENSG00000196976	LAGE3	biolink:Gene	L antigen family member 3	NCBIGene:8270		STRING			
ENSP00000349923		biolink:Protein			UniProtKB:Q14657	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000101198	NKAIN4	biolink:Gene	sodium/potassium transporting ATPase interacting 4	NCBIGene:128414		STRING			
ENSP00000359340		biolink:Protein			UniProtKB:Q8IVV8	STRING		GO:0005575	GO:0006810
ENSG00000160963	COL26A1	biolink:Gene	collagen type XXVI alpha 1 chain	NCBIGene:136227		STRING			
ENSP00000318234		biolink:Protein			UniProtKB:Q96A83-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000175785	PRIMA1	biolink:Gene	proline rich membrane anchor 1	NCBIGene:145270		STRING			
ENSP00000376848		biolink:Protein			UniProtKB:Q86XR5-1	STRING		GO:0005575	GO:0008150
ENSG00000125888	BANF2	biolink:Gene	BANF family member 2	NCBIGene:140836		STRING			
ENSP00000439128		biolink:Protein			UniProtKB:Q9H503-2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000105954	NPVF	biolink:Gene	neuropeptide VF precursor	NCBIGene:64111		STRING			
ENSP00000222674		biolink:Protein			UniProtKB:Q9HCQ7	STRING		GO:0005575	GO:0008150
ENSG00000120210	INSL6	biolink:Gene	insulin like 6	NCBIGene:11172		STRING			
ENSP00000371054		biolink:Protein			UniProtKB:Q9Y581	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000162852	CNST	biolink:Gene	consortin, connexin sorting protein	NCBIGene:163882		STRING			
ENSP00000355470		biolink:Protein			UniProtKB:Q6PJW8-1	STRING	GO:0003674	GO:0005575	GO:0006810
ENSG00000174950	CD164L2	biolink:Gene	CD164 molecule like 2	NCBIGene:388611		STRING			
ENSP00000363139		biolink:Protein			UniProtKB:Q6UWJ8-2	STRING		GO:0005575	
ENSG00000131969	ABHD12B	biolink:Gene	abhydrolase domain containing 12B	NCBIGene:145447		STRING			
ENSP00000336693		biolink:Protein			UniProtKB:Q7Z5M8-1	STRING	GO:0003674		
ENSG00000179826	MRGPRX3	biolink:Gene	MAS related GPR family member X3	NCBIGene:117195		STRING			
ENSP00000379571		biolink:Protein			UniProtKB:Q96LB0	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000160994	CCDC105	biolink:Gene	coiled-coil domain containing 105	NCBIGene:126402		STRING			
ENSP00000292574		biolink:Protein			UniProtKB:Q8IYK2	STRING		GO:0005575	
ENSG00000188729	OSTN	biolink:Gene	osteocrin	NCBIGene:344901		STRING			
ENSP00000342356		biolink:Protein			UniProtKB:P61366	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000101000	PROCR	biolink:Gene	protein C receptor	NCBIGene:10544		STRING			
ENSP00000216968		biolink:Protein			UniProtKB:Q9UNN8	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000267631	CGB1	biolink:Gene	chorionic gonadotropin subunit beta 1	NCBIGene:114335		STRING			
ENSP00000301407		biolink:Protein			UniProtKB:A6NKQ9-2	STRING			
ENSG00000213218	CSH2	biolink:Gene	chorionic somatomammotropin hormone 2	NCBIGene:1443		STRING			
ENSP00000376623		biolink:Protein			UniProtKB:P0DML3-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000253304	TMEM200B	biolink:Gene	transmembrane protein 200B	NCBIGene:399474		STRING			
ENSP00000428544		biolink:Protein			UniProtKB:Q69YZ2	STRING		GO:0005575	
ENSG00000149651	SPINT4	biolink:Gene	serine peptidase inhibitor, Kunitz type 4	NCBIGene:391253		STRING			
ENSP00000279058		biolink:Protein			UniProtKB:Q6UDR6	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000155254	MARVELD1	biolink:Gene	MARVEL domain containing 1	NCBIGene:83742		STRING			
ENSP00000441365		biolink:Protein			UniProtKB:Q9BSK0	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000140950	MEAK7	biolink:Gene	MTOR associated protein, eak-7 homolog	NCBIGene:57707		STRING			
ENSP00000343635		biolink:Protein			UniProtKB:Q6P9B6	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000205238	SPDYE2	biolink:Gene	speedy/RINGO cell cycle regulator family member E2	NCBIGene:441273		STRING			
ENSP00000421686		biolink:Protein			UniProtKB:Q495Y8-1	STRING	GO:0003674		
ENSG00000156860	FBRS	biolink:Gene	fibrosin	NCBIGene:64319		STRING			
ENSP00000348489		biolink:Protein			UniProtKB:J3KNZ9	STRING			
ENSG00000105549	THEG	biolink:Gene	theg spermatid protein	NCBIGene:51298		STRING			
ENSP00000340088		biolink:Protein			UniProtKB:Q9P2T0-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000228300	FAM174C	biolink:Gene	family with sequence similarity 174 member C	NCBIGene:55009		STRING			
ENSP00000386557		biolink:Protein			UniProtKB:Q9BVV8	STRING		GO:0005575	
ENSG00000235162	C12orf75	biolink:Gene	chromosome 12 open reading frame 75	NCBIGene:387882		STRING			
ENSP00000448536		biolink:Protein			UniProtKB:Q8TAD7	STRING			
ENSG00000273604	EPOP	biolink:Gene	elongin BC and polycomb repressive complex 2 associated protein	NCBIGene:100170841		STRING			
ENSP00000484710		biolink:Protein			UniProtKB:A6NHQ4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000168994	PXDC1	biolink:Gene	PX domain containing 1	NCBIGene:221749		STRING			
ENSP00000369636		biolink:Protein			UniProtKB:Q5TGL8	STRING	GO:0003674		
ENSG00000236032	OR5H14	biolink:Gene	olfactory receptor family 5 subfamily H member 14	NCBIGene:403273		STRING			
ENSP00000401706		biolink:Protein			UniProtKB:A6NHG9	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000066084	DIP2B	biolink:Gene	disco interacting protein 2 homolog B	NCBIGene:57609		STRING			
ENSP00000301180		biolink:Protein			UniProtKB:Q9P265	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000172469	MANEA	biolink:Gene	mannosidase endo-alpha	NCBIGene:79694		STRING			
ENSP00000351669		biolink:Protein			UniProtKB:Q5SRI9	STRING	GO:0003674	GO:0005575	
ENSP00000401381		biolink:Protein				STRING			
ENSG00000148337	CIZ1	biolink:Gene	CDKN1A interacting zinc finger protein 1	NCBIGene:25792		STRING			
ENSP00000439244		biolink:Protein			UniProtKB:F5H2X7	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000139985	ADAM21	biolink:Gene	ADAM metallopeptidase domain 21	NCBIGene:8747		STRING			
ENSP00000474385		biolink:Protein			UniProtKB:Q9UKJ8	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000151470	C4orf33	biolink:Gene	chromosome 4 open reading frame 33	NCBIGene:132321		STRING			
ENSP00000281146		biolink:Protein			UniProtKB:Q8N1A6	STRING	GO:0003674		
ENSG00000087338	GMCL1	biolink:Gene	germ cell-less 1, spermatogenesis associated	NCBIGene:64395		STRING			
ENSP00000282570		biolink:Protein			UniProtKB:Q96IK5	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000131044	TTLL9	biolink:Gene	tubulin tyrosine ligase like 9	NCBIGene:164395		STRING			
ENSP00000442515		biolink:Protein			UniProtKB:Q3SXZ7-1	STRING			
ENSG00000065809	FAM107B	biolink:Gene	family with sequence similarity 107 member B	NCBIGene:83641		STRING			
ENSP00000181796		biolink:Protein			UniProtKB:Q9H098-2	STRING			
ENSG00000151023	ENKUR	biolink:Gene	enkurin, TRPC channel interacting protein	NCBIGene:219670		STRING			
ENSP00000331044		biolink:Protein			UniProtKB:Q8TC29	STRING	GO:0003674	GO:0005575	
ENSG00000149300	C11orf52	biolink:Gene	chromosome 11 open reading frame 52	NCBIGene:91894		STRING			
ENSP00000278601		biolink:Protein			UniProtKB:Q96A22	STRING			
ENSG00000196550	FAM72A	biolink:Gene	family with sequence similarity 72 member A	NCBIGene:729533		STRING			
ENSP00000356096		biolink:Protein			UniProtKB:Q5TYM5-1	STRING			
ENSG00000174206	C12orf66	biolink:Gene	chromosome 12 open reading frame 66	NCBIGene:144577		STRING			
ENSP00000311486		biolink:Protein			UniProtKB:J3KNH0	STRING		GO:0005575	
ENSG00000188610	FAM72B	biolink:Gene	family with sequence similarity 72 member B	NCBIGene:653820		STRING			
ENSP00000358397		biolink:Protein			UniProtKB:Q86X60-1	STRING			
ENSG00000213722	DDAH2	biolink:Gene	dimethylarginine dimethylaminohydrolase 2	NCBIGene:23564		STRING			
ENSP00000364945		biolink:Protein			UniProtKB:O95865	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000110925	CSRNP2	biolink:Gene	cysteine and serine rich nuclear protein 2	NCBIGene:81566		STRING			
ENSP00000228515		biolink:Protein			UniProtKB:Q9H175	STRING			
ENSG00000263513	FAM72C	biolink:Gene	family with sequence similarity 72 member C	NCBIGene:554282		STRING			
ENSP00000463032		biolink:Protein			UniProtKB:H0Y354	STRING			
ENSG00000148841	ITPRIP	biolink:Gene	inositol 1,4,5-trisphosphate receptor interacting protein	NCBIGene:85450		STRING			
ENSP00000278071		biolink:Protein			UniProtKB:Q8IWB1	STRING			
ENSG00000151881	TMEM267	biolink:Gene	transmembrane protein 267	NCBIGene:64417		STRING			
ENSP00000426067		biolink:Protein			UniProtKB:Q0VDI3	STRING		GO:0005575	
ENSG00000215784	FAM72D	biolink:Gene	family with sequence similarity 72 member D	NCBIGene:728833		STRING			
ENSP00000383682		biolink:Protein			UniProtKB:Q6L9T8	STRING			
ENSG00000108001	EBF3	biolink:Gene	EBF transcription factor 3	NCBIGene:253738		STRING			
ENSP00000357637		biolink:Protein			UniProtKB:Q9H4W6-2	STRING			
ENSG00000159374	M1AP	biolink:Gene	meiosis 1 associated protein	NCBIGene:130951		STRING			
ENSP00000290536		biolink:Protein			UniProtKB:Q8TC57-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000198331	HYLS1	biolink:Gene	HYLS1 centriolar and ciliogenesis associated	NCBIGene:219844		STRING			
ENSP00000414884		biolink:Protein			UniProtKB:Q96M11	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000147183	CPXCR1	biolink:Gene	CPX chromosome region candidate 1	NCBIGene:53336		STRING			
ENSP00000276127		biolink:Protein			UniProtKB:Q8N123	STRING	GO:0003674		
ENSG00000183137	CEP57L1	biolink:Gene	centrosomal protein 57 like 1	NCBIGene:285753		STRING			
ENSP00000427844		biolink:Protein			UniProtKB:Q8IYX8-1	STRING			
ENSG00000150783	TEX12	biolink:Gene	testis expressed 12	NCBIGene:56158		STRING			
ENSP00000280358		biolink:Protein			UniProtKB:Q9BXU0	STRING		GO:0005575	GO:0008150
ENSG00000186073	CDIN1	biolink:Gene	CDAN1 interacting nuclease 1	NCBIGene:84529		STRING			
ENSP00000455397		biolink:Protein			UniProtKB:Q9Y2V0-1	STRING		GO:0005575	GO:0008150
ENSG00000160785	SLC25A44	biolink:Gene	solute carrier family 25 member 44	NCBIGene:9673		STRING			
ENSP00000407560		biolink:Protein			UniProtKB:E9PGQ0	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000221858	OR2A12	biolink:Gene	olfactory receptor family 2 subfamily A member 12	NCBIGene:346525		STRING			
ENSP00000386174		biolink:Protein			UniProtKB:Q8NGT7	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000197651	CCER1	biolink:Gene	coiled-coil glutamate rich protein 1	NCBIGene:196477		STRING			
ENSP00000351727		biolink:Protein			UniProtKB:Q8TC90	STRING	GO:0003674		
ENSG00000183066	WBP2NL	biolink:Gene	WBP2 N-terminal like	NCBIGene:164684		STRING			
ENSP00000332983		biolink:Protein			UniProtKB:Q6ICG8	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000146410	MTFR2	biolink:Gene	mitochondrial fission regulator 2	NCBIGene:113115		STRING			
ENSP00000395232		biolink:Protein			UniProtKB:Q6P444-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000110318	CEP126	biolink:Gene	centrosomal protein 126	NCBIGene:57562		STRING			
ENSP00000263468		biolink:Protein			UniProtKB:Q9P2H0	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000172519	OR10H5	biolink:Gene	olfactory receptor family 10 subfamily H member 5	NCBIGene:284433		STRING			
ENSP00000310704		biolink:Protein			UniProtKB:Q8NGA6	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000225526	MKRN2OS	biolink:Gene	MKRN2 opposite strand	NCBIGene:100129480		STRING			
ENSP00000455385		biolink:Protein			UniProtKB:H3BPM6	STRING			
ENSG00000175376	EIF1AD	biolink:Gene	eukaryotic translation initiation factor 1A domain containing	NCBIGene:84285		STRING			
ENSP00000309175		biolink:Protein			UniProtKB:Q8N9N8	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000109084	TMEM97	biolink:Gene	transmembrane protein 97	NCBIGene:27346		STRING			
ENSP00000226230		biolink:Protein			UniProtKB:Q5BJF2	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188215	DCUN1D3	biolink:Gene	defective in cullin neddylation 1 domain containing 3	NCBIGene:123879		STRING			
ENSP00000319482		biolink:Protein			UniProtKB:Q8IWE4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSP00000476253		biolink:Protein			UniProtKB:B3KS81	STRING			
ENSG00000108578	BLMH	biolink:Gene	bleomycin hydrolase	NCBIGene:642		STRING			
ENSP00000261714		biolink:Protein			UniProtKB:Q13867	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000182853	VMO1	biolink:Gene	vitelline membrane outer layer 1 homolog	NCBIGene:284013		STRING			
ENSP00000328397		biolink:Protein			UniProtKB:Q7Z5L0-1	STRING			
ENSG00000160472	TMEM190	biolink:Gene	transmembrane protein 190	NCBIGene:147744		STRING			
ENSP00000291934		biolink:Protein			UniProtKB:Q8WZ59	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000164638	SLC29A4	biolink:Gene	solute carrier family 29 member 4	NCBIGene:222962		STRING			
ENSP00000380081		biolink:Protein			UniProtKB:Q7RTT9-1	STRING	GO:0022857	GO:0005575	GO:0006810
ENSG00000244476	ERVFRD-1	biolink:Gene	endogenous retrovirus group FRD member 1, envelope	NCBIGene:405754		STRING			
ENSP00000420174		biolink:Protein			UniProtKB:P60508	STRING		GO:0005575	GO:0008150
ENSG00000183742	MACC1	biolink:Gene	MET transcriptional regulator MACC1	NCBIGene:346389		STRING			
ENSP00000383185		biolink:Protein			UniProtKB:Q6ZN28	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000177868	SVBP	biolink:Gene	small vasohibin binding protein	NCBIGene:374969		STRING			
ENSP00000361599		biolink:Protein			UniProtKB:Q8N300	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000003436	TFPI	biolink:Gene	tissue factor pathway inhibitor	NCBIGene:7035		STRING			
ENSP00000233156		biolink:Protein			UniProtKB:P10646-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000100583	SAMD15	biolink:Gene	sterile alpha motif domain containing 15	NCBIGene:161394		STRING			
ENSP00000216471		biolink:Protein			UniProtKB:Q9P1V8-1	STRING	GO:0003674		
ENSP00000447056		biolink:Protein			UniProtKB:F8W1H4	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000165799	RNASE7	biolink:Gene	ribonuclease A family member 7	NCBIGene:84659		STRING			
ENSP00000298690		biolink:Protein			UniProtKB:Q9H1E1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000138892	TTLL8	biolink:Gene	tubulin tyrosine ligase like 8	NCBIGene:164714		STRING			
ENSP00000392252		biolink:Protein			UniProtKB:A0A1C7CYW9	STRING			
ENSG00000175315	CST6	biolink:Gene	cystatin E/M	NCBIGene:1474		STRING			
ENSP00000311313		biolink:Protein			UniProtKB:Q15828	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000172551	MUCL1	biolink:Gene	mucin like 1	NCBIGene:118430		STRING			
ENSP00000311364		biolink:Protein			UniProtKB:Q96DR8	STRING		GO:0005575	GO:0008150
ENSG00000258818	RNASE4	biolink:Gene	ribonuclease A family member 4	NCBIGene:6038		STRING			
ENSP00000452245		biolink:Protein			UniProtKB:P34096	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000187180	LCE2C	biolink:Gene	late cornified envelope 2C	NCBIGene:353140		STRING			
ENSP00000357772		biolink:Protein			UniProtKB:Q5TA81	STRING			GO:0008150
ENSG00000165655	ZNF503	biolink:Gene	zinc finger protein 503	NCBIGene:84858		STRING			
ENSP00000361602		biolink:Protein			UniProtKB:Q96F45-1	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000267368	UPK3BL1	biolink:Gene	uroplakin 3B like 1	NCBIGene:100134938		STRING			
ENSP00000342938		biolink:Protein			UniProtKB:B0FP48	STRING			
ENSG00000179284	DAND5	biolink:Gene	DAN domain BMP antagonist family member 5	NCBIGene:199699		STRING			
ENSP00000323155		biolink:Protein			UniProtKB:Q8N907	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000163257	DCAF16	biolink:Gene	DDB1 and CUL4 associated factor 16	NCBIGene:54876		STRING			
ENSP00000371682		biolink:Protein			UniProtKB:Q9NXF7	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000188909	BSX	biolink:Gene	brain specific homeobox	NCBIGene:390259		STRING			
ENSP00000344285		biolink:Protein			UniProtKB:Q3C1V8	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000173467	AGR3	biolink:Gene	anterior gradient 3, protein disulphide isomerase family member	NCBIGene:155465		STRING			
ENSP00000308606		biolink:Protein			UniProtKB:Q8TD06	STRING	GO:0003674	GO:0005575	GO:0008150
ENSG00000176532	PRR15	biolink:Gene	proline rich 15	NCBIGene:222171		STRING			
ENSP00000317836		biolink:Protein			UniProtKB:Q8IV56	STRING			GO:0008150
ENSG00000172487	OR8J1	biolink:Gene	olfactory receptor family 8 subfamily J member 1	NCBIGene:219477		STRING			
ENSP00000304060		biolink:Protein			UniProtKB:Q8NGP2	STRING	GO:0003674	GO:0005575	GO:0008150
